Route,Direction,Departure,Length,AnimationTime
M,Outbound,9:21:00,0:43:00,8600
M,Outbound,9:30:00,0:43:00,8600
M,Outbound,9:39:00,0:42:00,8400
M,Outbound,9:48:00,0:42:00,8400
M,Outbound,9:57:00,0:42:00,8400
M,Outbound,10:07:00,0:42:00,8400
M,Outbound,10:17:00,0:42:00,8400
M,Outbound,10:27:00,0:42:00,8400
M,Outbound,10:37:00,0:42:00,8400
M,Outbound,10:47:00,0:42:00,8400
M,Outbound,10:57:00,0:42:00,8400
M,Outbound,11:07:00,0:42:00,8400
M,Outbound,11:17:00,0:42:00,8400
M,Outbound,11:27:00,0:42:00,8400
M,Outbound,11:37:00,0:42:00,8400
M,Outbound,11:47:00,0:42:00,8400
M,Outbound,11:57:00,0:42:00,8400
M,Outbound,12:07:00,0:42:00,8400
M,Outbound,12:17:00,0:42:00,8400
M,Outbound,12:27:00,0:42:00,8400
M,Outbound,12:37:00,0:42:00,8400
M,Outbound,12:47:00,0:42:00,8400
M,Outbound,12:57:00,0:42:00,8400
M,Outbound,13:07:00,0:42:00,8400
M,Outbound,13:17:00,0:42:00,8400
M,Outbound,13:27:00,0:42:00,8400
M,Outbound,13:37:00,0:42:00,8400
M,Outbound,13:47:00,0:42:00,8400
M,Outbound,13:57:00,0:42:00,8400
M,Outbound,14:07:00,0:42:00,8400
M,Outbound,14:17:00,0:42:00,8400
M,Outbound,14:27:00,0:42:00,8400
M,Outbound,14:37:00,0:42:00,8400
M,Outbound,14:47:00,0:42:00,8400
M,Outbound,14:57:00,0:42:00,8400
M,Outbound,15:07:00,0:42:00,8400
M,Outbound,15:17:00,0:42:00,8400
M,Outbound,15:27:00,0:43:00,8600
M,Outbound,15:37:00,0:43:00,8600
M,Outbound,15:47:00,0:43:00,8600
M,Outbound,15:56:00,0:43:00,8600
M,Outbound,16:05:00,0:43:00,8600
M,Outbound,16:15:00,0:43:00,8600
M,Outbound,16:23:00,0:43:00,8600
M,Outbound,16:32:00,0:43:00,8600
M,Outbound,16:41:00,0:43:00,8600
M,Outbound,16:50:00,0:43:00,8600
M,Outbound,17:00:00,0:45:00,9000
M,Outbound,17:09:00,0:45:00,9000
M,Outbound,17:18:00,0:45:00,9000
M,Outbound,17:26:00,0:45:00,9000
M,Outbound,17:35:00,0:45:00,9000
M,Outbound,16:52:00,0:48:00,9600
M,Outbound,17:00:00,0:48:00,9600
M,Outbound,17:09:00,0:48:00,9600
M,Outbound,17:18:00,0:48:00,9600
M,Outbound,17:30:00,0:45:00,9000
M,Outbound,17:40:00,0:45:00,9000
M,Outbound,17:48:00,0:45:00,9000
M,Outbound,17:57:00,0:45:00,9000
M,Outbound,18:08:00,0:45:00,9000
M,Outbound,18:22:00,0:43:00,8600
M,Outbound,18:34:00,0:43:00,8600
M,Outbound,18:46:00,0:43:00,8600
M,Outbound,19:00:00,0:41:00,8200
M,Outbound,19:13:00,0:41:00,8200
M,Outbound,19:28:00,0:41:00,8200
M,Outbound,19:43:00,0:41:00,8200
M,Outbound,19:59:00,0:40:00,8000
M,Outbound,20:16:00,0:40:00,8000
M,Outbound,20:34:00,0:40:00,8000
M,Outbound,20:53:00,0:40:00,8000
M,Outbound,21:13:00,0:40:00,8000
M,Outbound,21:33:00,0:40:00,8000
M,Outbound,21:53:00,0:40:00,8000
M,Outbound,22:13:00,0:40:00,8000
M,Outbound,22:33:00,0:40:00,8000
M,Outbound,22:53:00,0:40:00,8000
M,Outbound,23:13:00,0:40:00,8000
M,Outbound,23:33:00,0:40:00,8000
M,Outbound,23:53:00,0:40:00,8000
M,Outbound,24:13:00,0:40:00,8000
L,Inbound,4:49:00,0:34:00,6800
L,Inbound,5:07:00,0:34:00,6800
L,Inbound,5:23:00,0:34:00,6800
L,Inbound,5:39:00,0:34:00,6800
L,Inbound,5:53:00,0:34:00,6800
L,Inbound,6:07:00,0:34:00,6800
L,Inbound,6:18:00,0:36:00,7200
L,Inbound,6:31:00,0:36:00,7200
L,Inbound,6:40:00,0:38:00,7600
L,Inbound,6:51:00,0:38:00,7600
L,Inbound,7:00:00,0:38:00,7600
L,Inbound,7:06:00,0:39:00,7800
L,Inbound,7:14:00,0:39:00,7800
L,Inbound,7:22:00,0:39:00,7800
L,Inbound,7:30:00,0:39:00,7800
L,Inbound,7:37:00,0:39:00,7800
L,Inbound,7:46:00,0:39:00,7800
L,Inbound,7:54:00,0:39:00,7800
L,Inbound,8:02:00,0:39:00,7800
L,Inbound,8:10:00,0:39:00,7800
L,Inbound,8:17:00,0:39:00,7800
L,Inbound,8:26:00,0:39:00,7800
L,Inbound,8:34:00,0:39:00,7800
L,Inbound,8:42:00,0:39:00,7800
L,Inbound,8:51:00,0:39:00,7800
L,Inbound,9:00:00,0:39:00,7800
L,Inbound,9:10:00,0:39:00,7800
L,Inbound,9:21:00,0:38:00,7600
L,Inbound,9:31:00,0:38:00,7600
L,Inbound,9:42:00,0:37:00,7400
L,Inbound,9:52:00,0:37:00,7400
L,Inbound,10:02:00,0:37:00,7400
L,Inbound,10:12:00,0:37:00,7400
L,Inbound,10:22:00,0:37:00,7400
L,Inbound,10:32:00,0:37:00,7400
L,Inbound,10:42:00,0:37:00,7400
L,Inbound,10:52:00,0:37:00,7400
L,Inbound,11:02:00,0:37:00,7400
L,Inbound,11:12:00,0:37:00,7400
L,Inbound,11:22:00,0:37:00,7400
L,Inbound,11:32:00,0:37:00,7400
L,Inbound,11:42:00,0:37:00,7400
L,Inbound,11:52:00,0:37:00,7400
L,Inbound,12:02:00,0:37:00,7400
L,Inbound,12:12:00,0:37:00,7400
L,Inbound,12:22:00,0:37:00,7400
L,Inbound,12:32:00,0:37:00,7400
L,Inbound,12:42:00,0:37:00,7400
L,Inbound,12:52:00,0:37:00,7400
L,Inbound,13:02:00,0:37:00,7400
L,Inbound,13:12:00,0:37:00,7400
L,Inbound,13:22:00,0:37:00,7400
L,Inbound,13:32:00,0:37:00,7400
L,Inbound,13:42:00,0:37:00,7400
L,Inbound,13:52:00,0:37:00,7400
L,Inbound,14:02:00,0:37:00,7400
L,Inbound,14:12:00,0:37:00,7400
L,Inbound,14:22:00,0:37:00,7400
L,Inbound,14:32:00,0:37:00,7400
L,Inbound,14:42:00,0:37:00,7400
L,Inbound,14:52:00,0:37:00,7400
L,Inbound,15:01:00,0:37:00,7400
L,Inbound,15:09:00,0:37:00,7400
L,Inbound,15:17:00,0:37:00,7400
L,Inbound,15:24:00,0:37:00,7400
L,Inbound,15:32:00,0:37:00,7400
L,Inbound,15:40:00,0:37:00,7400
L,Inbound,15:47:00,0:37:00,7400
L,Inbound,15:54:00,0:37:00,7400
L,Inbound,16:02:00,0:37:00,7400
L,Inbound,16:08:00,0:38:00,7600
L,Inbound,16:16:00,0:38:00,7600
L,Inbound,16:23:00,0:38:00,7600
L,Inbound,16:31:00,0:38:00,7600
L,Inbound,17:45:00,0:45:00,9000
L,Inbound,17:53:00,0:45:00,9000
L,Inbound,18:02:00,0:45:00,9000
L,Inbound,18:11:00,0:45:00,9000
L,Inbound,18:20:00,0:45:00,9000
L,Inbound,18:30:00,0:45:00,9000
L,Inbound,18:38:00,0:45:00,9000
L,Inbound,18:47:00,0:45:00,9000
L,Inbound,18:58:00,0:45:00,9000
L,Inbound,19:10:00,0:42:00,8400
L,Inbound,19:22:00,0:40:00,8000
L,Inbound,19:34:00,0:40:00,8000
L,Inbound,19:46:00,0:40:00,8000
L,Inbound,19:59:00,0:40:00,8000
L,Inbound,20:14:00,0:40:00,8000
L,Inbound,20:29:00,0:40:00,8000
L,Inbound,20:44:00,0:40:00,8000
L,Inbound,21:01:00,0:40:00,8000
L,Inbound,21:19:00,0:40:00,8000
L,Inbound,21:38:00,0:40:00,8000
L,Inbound,21:58:00,0:40:00,8000
L,Inbound,22:18:00,0:40:00,8000
L,Inbound,22:38:00,0:38:00,7600
L,Inbound,22:58:00,0:38:00,7600
L,Inbound,23:18:00,0:38:00,7600
L,Inbound,23:38:00,0:38:00,7600
L,Inbound,23:58:00,0:38:00,7600
L,Inbound,24:18:00,0:38:00,7600
L,Inbound,24:38:00,0:38:00,7600
L,Inbound,24:58:00,0:38:00,7600
L,Outbound,4:50:00,0:34:00,6800
L,Outbound,5:10:00,0:34:00,6800
L,Outbound,5:28:00,0:34:00,6800
L,Outbound,5:46:00,0:34:00,6800
L,Outbound,5:55:00,0:34:00,6800
L,Outbound,6:02:00,0:34:00,6800
L,Outbound,6:18:00,0:34:00,6800
L,Outbound,6:25:00,0:34:00,6800
L,Outbound,6:32:00,0:34:00,6800
L,Outbound,6:46:00,0:34:00,6800
L,Outbound,6:59:00,0:34:00,6800
L,Outbound,7:12:00,0:36:00,7200
L,Outbound,7:23:00,0:36:00,7200
L,Outbound,7:34:00,0:36:00,7200
L,Outbound,7:43:00,0:36:00,7200
L,Outbound,7:50:00,0:36:00,7200
L,Outbound,7:58:00,0:36:00,7200
L,Outbound,8:06:00,0:36:00,7200
L,Outbound,8:14:00,0:36:00,7200
L,Outbound,8:21:00,0:36:00,7200
L,Outbound,8:30:00,0:36:00,7200
L,Outbound,8:38:00,0:36:00,7200
L,Outbound,8:46:00,0:36:00,7200
L,Outbound,8:54:00,0:36:00,7200
L,Outbound,9:01:00,0:36:00,7200
L,Outbound,9:10:00,0:36:00,7200
L,Outbound,9:18:00,0:36:00,7200
L,Outbound,9:26:00,0:36:00,7200
L,Outbound,9:35:00,0:37:00,7400
L,Outbound,9:44:00,0:37:00,7400
L,Outbound,9:54:00,0:37:00,7400
L,Outbound,10:04:00,0:37:00,7400
L,Outbound,10:14:00,0:37:00,7400
L,Outbound,10:24:00,0:37:00,7400
L,Outbound,10:34:00,0:37:00,7400
L,Outbound,10:44:00,0:37:00,7400
L,Outbound,10:54:00,0:37:00,7400
L,Outbound,11:04:00,0:37:00,7400
L,Outbound,11:14:00,0:37:00,7400
L,Outbound,11:24:00,0:37:00,7400
L,Outbound,11:34:00,0:37:00,7400
L,Outbound,11:44:00,0:37:00,7400
L,Outbound,11:54:00,0:37:00,7400
L,Outbound,12:04:00,0:37:00,7400
L,Outbound,12:14:00,0:37:00,7400
L,Outbound,12:24:00,0:37:00,7400
L,Outbound,12:34:00,0:37:00,7400
L,Outbound,12:44:00,0:37:00,7400
L,Outbound,12:54:00,0:37:00,7400
L,Outbound,13:04:00,0:37:00,7400
L,Outbound,13:14:00,0:37:00,7400
L,Outbound,13:24:00,0:37:00,7400
L,Outbound,13:34:00,0:38:00,7600
L,Outbound,13:44:00,0:38:00,7600
L,Outbound,13:54:00,0:38:00,7600
L,Outbound,14:04:00,0:38:00,7600
L,Outbound,14:14:00,0:38:00,7600
L,Outbound,14:24:00,0:38:00,7600
L,Outbound,14:34:00,0:38:00,7600
L,Outbound,14:44:00,0:38:00,7600
L,Outbound,14:54:00,0:38:00,7600
L,Outbound,15:04:00,0:38:00,7600
L,Outbound,15:14:00,0:38:00,7600
L,Outbound,15:24:00,0:39:00,7800
L,Outbound,15:34:00,0:39:00,7800
L,Outbound,15:43:00,0:39:00,7800
L,Outbound,15:51:00,0:39:00,7800
L,Outbound,15:59:00,0:39:00,7800
L,Outbound,16:06:00,0:39:00,7800
L,Outbound,16:14:00,0:39:00,7800
L,Outbound,16:22:00,0:39:00,7800
L,Outbound,16:29:00,0:39:00,7800
L,Outbound,16:36:00,0:39:00,7800
L,Outbound,16:44:00,0:39:00,7800
L,Outbound,16:51:00,0:39:00,7800
L,Outbound,16:59:00,0:39:00,7800
L,Outbound,17:06:00,0:41:00,8200
L,Outbound,17:14:00,0:41:00,8200
L,Outbound,17:21:00,0:41:00,8200
L,Outbound,17:29:00,0:41:00,8200
L,Outbound,17:36:00,0:41:00,8200
L,Outbound,17:43:00,0:41:00,8200
L,Outbound,17:51:00,0:41:00,8200
L,Outbound,17:59:00,0:41:00,8200
L,Outbound,18:06:00,0:41:00,8200
L,Outbound,18:13:00,0:41:00,8200
L,Outbound,18:21:00,0:41:00,8200
L,Outbound,18:29:00,0:41:00,8200
L,Outbound,18:36:00,0:41:00,8200
L,Outbound,18:44:00,0:41:00,8200
L,Outbound,18:51:00,0:41:00,8200
L,Outbound,19:00:00,0:38:00,7600
L,Outbound,19:09:00,0:38:00,7600
L,Outbound,19:20:00,0:38:00,7600
L,Outbound,19:31:00,0:37:00,7400
L,Outbound,19:44:00,0:37:00,7400
L,Outbound,19:58:00,0:37:00,7400
L,Outbound,20:12:00,0:37:00,7400
L,Outbound,20:26:00,0:37:00,7400
L,Outbound,20:41:00,0:37:00,7400
L,Outbound,20:56:00,0:37:00,7400
L,Outbound,21:11:00,0:37:00,7400
L,Outbound,21:28:00,0:37:00,7400
L,Outbound,21:45:00,0:37:00,7400
L,Outbound,22:03:00,0:37:00,7400
L,Outbound,22:23:00,0:37:00,7400
L,Outbound,22:43:00,0:35:00,7000
L,Outbound,23:03:00,0:34:00,6800
L,Outbound,23:23:00,0:34:00,6800
L,Outbound,23:43:00,0:34:00,6800
L,Outbound,24:03:00,0:34:00,6800
L,Outbound,24:23:00,0:34:00,6800
L,Outbound,24:43:00,0:34:00,6800
14,Inbound,4:36:00,0:42:00,8400
14,Inbound,5:06:00,0:42:00,8400
14,Inbound,5:19:00,0:43:00,8600
14,Inbound,5:28:00,0:44:00,8800
14,Inbound,5:36:00,0:45:00,9000
14,Inbound,5:44:00,0:46:00,9200
14,Inbound,5:51:00,0:47:00,9400
14,Inbound,5:58:00,0:48:00,9600
14,Inbound,6:05:00,0:49:00,9800
14,Inbound,6:12:00,0:50:00,10000
14,Inbound,6:19:00,0:51:00,10200
14,Inbound,6:27:00,0:51:00,10200
14,Inbound,6:34:00,0:52:00,10400
14,Inbound,6:48:00,0:53:00,10600
14,Inbound,7:03:00,0:55:00,11000
14,Inbound,7:16:00,0:57:00,11400
14,Inbound,7:30:00,0:58:00,11600
14,Inbound,7:46:00,0:59:00,11800
14,Inbound,8:01:00,1:00:00,12000
14,Inbound,8:17:00,1:00:00,12000
14,Inbound,8:33:00,1:00:00,12000
14,Inbound,8:49:00,1:00:00,12000
14,Inbound,8:57:00,1:00:00,12000
14,Inbound,9:05:00,1:00:00,12000
14,Inbound,9:14:00,1:00:00,12000
14,Inbound,9:23:00,1:00:00,12000
14,Inbound,9:32:00,1:00:00,12000
14,Inbound,9:41:00,1:00:00,12000
14,Inbound,9:50:00,1:00:00,12000
14,Inbound,9:59:00,1:00:00,12000
14,Inbound,10:08:00,1:00:00,12000
14,Inbound,10:17:00,1:00:00,12000
14,Inbound,10:25:00,1:01:00,12200
14,Inbound,10:34:00,1:01:00,12200
14,Inbound,10:43:00,1:01:00,12200
14,Inbound,10:52:00,1:01:00,12200
14,Inbound,11:01:00,1:01:00,12200
14,Inbound,11:10:00,1:01:00,12200
14,Inbound,11:19:00,1:01:00,12200
14,Inbound,11:28:00,1:01:00,12200
14,Inbound,11:37:00,1:01:00,12200
14,Inbound,11:46:00,1:01:00,12200
14,Inbound,11:55:00,1:01:00,12200
14,Inbound,12:04:00,1:01:00,12200
14,Inbound,12:13:00,1:01:00,12200
14,Inbound,12:22:00,1:01:00,12200
14,Inbound,12:31:00,1:01:00,12200
14,Inbound,12:40:00,1:01:00,12200
14,Inbound,12:49:00,1:01:00,12200
14,Inbound,12:58:00,1:01:00,12200
14,Inbound,13:07:00,1:01:00,12200
14,Inbound,13:16:00,1:01:00,12200
14,Inbound,13:25:00,1:01:00,12200
14,Inbound,13:34:00,1:01:00,12200
14,Inbound,13:43:00,1:01:00,12200
14,Inbound,13:52:00,1:02:00,12400
14,Inbound,14:01:00,1:02:00,12400
14,Inbound,14:10:00,1:02:00,12400
14,Inbound,14:19:00,1:02:00,12400
14,Inbound,14:28:00,1:02:00,12400
14,Inbound,14:37:00,1:02:00,12400
14,Inbound,14:46:00,1:01:00,12200
14,Inbound,14:55:00,1:01:00,12200
14,Inbound,15:03:00,1:01:00,12200
14,Inbound,15:10:00,1:01:00,12200
14,Inbound,15:18:00,1:01:00,12200
14,Inbound,15:25:00,1:01:00,12200
14,Inbound,15:40:00,1:01:00,12200
14,Inbound,15:55:00,1:01:00,12200
14,Inbound,16:10:00,1:01:00,12200
14,Inbound,16:25:00,1:01:00,12200
14,Inbound,16:40:00,1:00:00,12000
14,Inbound,16:55:00,1:00:00,12000
14,Inbound,17:10:00,1:00:00,12000
14,Inbound,17:25:00,1:00:00,12000
14,Inbound,17:40:00,1:00:00,12000
14,Inbound,17:56:00,1:00:00,12000
14,Inbound,18:11:00,1:00:00,12000
14,Inbound,18:27:00,0:58:00,11600
14,Inbound,18:43:00,0:56:00,11200
14,Inbound,18:59:00,0:55:00,11000
14,Inbound,19:07:00,0:55:00,11000
14,Inbound,19:14:00,0:54:00,10800
14,Inbound,19:22:00,0:54:00,10800
14,Inbound,19:33:00,0:53:00,10600
14,Inbound,19:44:00,0:53:00,10600
14,Inbound,19:55:00,0:53:00,10600
14,Inbound,20:06:00,0:53:00,10600
14,Inbound,20:17:00,0:53:00,10600
14,Inbound,20:28:00,0:52:00,10400
14,Inbound,20:40:00,0:51:00,10200
14,Inbound,20:53:00,0:50:00,10000
14,Inbound,21:05:00,0:50:00,10000
14,Inbound,21:17:00,0:50:00,10000
14,Inbound,21:28:00,0:49:00,9800
14,Inbound,21:40:00,0:49:00,9800
14,Inbound,21:51:00,0:49:00,9800
14,Inbound,22:03:00,0:49:00,9800
14,Inbound,22:15:00,0:49:00,9800
14,Inbound,22:27:00,0:49:00,9800
14,Inbound,22:41:00,0:47:00,9400
14,Inbound,22:53:00,0:47:00,9400
14,Inbound,23:05:00,0:47:00,9400
14,Inbound,23:17:00,0:47:00,9400
14,Inbound,23:31:00,0:44:00,8800
14,Inbound,23:43:00,0:44:00,8800
14,Inbound,23:55:00,0:44:00,8800
14,Inbound,24:07:00,0:44:00,8800
14,Inbound,24:21:00,0:44:00,8800
14,Inbound,24:36:00,0:44:00,8800
14,Inbound,24:52:00,0:41:00,8200
14,Inbound,25:07:00,0:41:00,8200
14,Inbound,25:23:00,0:41:00,8200
14,Inbound,25:53:00,0:41:00,8200
14,Inbound,26:23:00,0:41:00,8200
14,Inbound,26:53:00,0:41:00,8200
14,Inbound,27:23:00,0:41:00,8200
14,Inbound,27:53:00,0:41:00,8200
14,Inbound,28:23:00,0:41:00,8200
14,Inbound,28:53:00,0:41:00,8200
14,Outbound,5:15:00,0:45:00,9000
14,Outbound,5:30:00,0:46:00,9200
14,Outbound,5:45:00,0:48:00,9600
14,Outbound,6:05:00,0:50:00,10000
14,Outbound,6:23:00,0:51:00,10200
14,Outbound,6:38:00,0:52:00,10400
14,Outbound,6:54:00,0:53:00,10600
14,Outbound,7:10:00,0:55:00,11000
14,Outbound,7:26:00,0:56:00,11200
14,Outbound,7:41:00,0:57:00,11400
14,Outbound,7:49:00,0:57:00,11400
14,Outbound,7:57:00,0:58:00,11600
14,Outbound,8:05:00,0:58:00,11600
14,Outbound,8:13:00,0:58:00,11600
14,Outbound,8:20:00,0:59:00,11800
14,Outbound,8:28:00,0:59:00,11800
14,Outbound,8:36:00,0:59:00,11800
14,Outbound,8:44:00,0:59:00,11800
14,Outbound,8:52:00,0:59:00,11800
14,Outbound,9:00:00,0:59:00,11800
14,Outbound,9:08:00,0:59:00,11800
14,Outbound,9:16:00,0:59:00,11800
14,Outbound,9:24:00,0:59:00,11800
14,Outbound,9:32:00,0:59:00,11800
14,Outbound,9:40:00,0:59:00,11800
14,Outbound,9:49:00,0:59:00,11800
14,Outbound,9:58:00,0:59:00,11800
14,Outbound,10:08:00,0:59:00,11800
14,Outbound,10:17:00,0:59:00,11800
14,Outbound,10:26:00,0:59:00,11800
14,Outbound,10:34:00,1:00:00,12000
14,Outbound,10:43:00,1:00:00,12000
14,Outbound,10:52:00,1:01:00,12200
14,Outbound,11:01:00,1:01:00,12200
14,Outbound,11:10:00,1:01:00,12200
14,Outbound,11:19:00,1:01:00,12200
14,Outbound,11:28:00,1:01:00,12200
14,Outbound,11:37:00,1:01:00,12200
14,Outbound,11:46:00,1:01:00,12200
14,Outbound,11:55:00,1:01:00,12200
14,Outbound,12:04:00,1:01:00,12200
14,Outbound,12:13:00,1:01:00,12200
14,Outbound,12:22:00,1:01:00,12200
14,Outbound,12:31:00,1:01:00,12200
14,Outbound,12:40:00,1:01:00,12200
14,Outbound,12:49:00,1:01:00,12200
14,Outbound,12:58:00,1:01:00,12200
14,Outbound,13:07:00,1:01:00,12200
14,Outbound,13:16:00,1:01:00,12200
14,Outbound,13:25:00,1:01:00,12200
14,Outbound,13:34:00,1:01:00,12200
14,Outbound,13:43:00,1:01:00,12200
14,Outbound,13:52:00,1:01:00,12200
14,Outbound,14:01:00,1:01:00,12200
14,Outbound,14:09:00,1:02:00,12400
14,Outbound,14:27:00,1:02:00,12400
14,Outbound,14:45:00,1:03:00,12600
14,Outbound,15:02:00,1:04:00,12800
14,Outbound,15:17:00,1:05:00,13000
14,Outbound,15:32:00,1:05:00,13000
14,Outbound,15:47:00,1:05:00,13000
14,Outbound,16:02:00,1:05:00,13000
14,Outbound,16:17:00,1:05:00,13000
14,Outbound,16:32:00,1:05:00,13000
14,Outbound,16:48:00,1:04:00,12800
14,Outbound,17:03:00,1:04:00,12800
14,Outbound,17:18:00,1:04:00,12800
14,Outbound,17:33:00,1:04:00,12800
14,Outbound,17:48:00,1:04:00,12800
14,Outbound,17:55:00,1:03:00,12600
14,Outbound,18:04:00,1:01:00,12200
14,Outbound,18:11:00,1:00:00,12000
14,Outbound,18:19:00,1:00:00,12000
14,Outbound,18:26:00,1:00:00,12000
14,Outbound,18:34:00,0:59:00,11800
14,Outbound,18:41:00,0:58:00,11600
14,Outbound,18:50:00,0:57:00,11400
14,Outbound,18:57:00,0:57:00,11400
14,Outbound,19:06:00,0:56:00,11200
14,Outbound,19:15:00,0:55:00,11000
14,Outbound,19:24:00,0:55:00,11000
14,Outbound,19:34:00,0:54:00,10800
14,Outbound,19:44:00,0:54:00,10800
14,Outbound,19:54:00,0:54:00,10800
14,Outbound,20:04:00,0:54:00,10800
14,Outbound,20:14:00,0:54:00,10800
14,Outbound,20:24:00,0:54:00,10800
14,Outbound,20:36:00,0:54:00,10800
14,Outbound,20:48:00,0:53:00,10600
14,Outbound,21:00:00,0:53:00,10600
14,Outbound,21:12:00,0:52:00,10400
14,Outbound,21:24:00,0:52:00,10400
14,Outbound,21:36:00,0:51:00,10200
14,Outbound,21:49:00,0:50:00,10000
14,Outbound,22:01:00,0:49:00,9800
14,Outbound,22:13:00,0:49:00,9800
14,Outbound,22:25:00,0:49:00,9800
14,Outbound,22:37:00,0:49:00,9800
14,Outbound,22:49:00,0:48:00,9600
14,Outbound,23:01:00,0:48:00,9600
14,Outbound,23:13:00,0:47:00,9400
14,Outbound,23:27:00,0:45:00,9000
14,Outbound,23:39:00,0:44:00,8800
14,Outbound,23:51:00,0:44:00,8800
14,Outbound,24:03:00,0:43:00,8600
14,Outbound,24:15:00,0:43:00,8600
14,Outbound,24:26:00,0:43:00,8600
14,Outbound,24:38:00,0:43:00,8600
14,Outbound,24:49:00,0:42:00,8400
14,Outbound,25:01:00,0:42:00,8400
14,Outbound,25:14:00,0:42:00,8400
14,Outbound,25:28:00,0:42:00,8400
14,Outbound,25:42:00,0:42:00,8400
14,Outbound,25:56:00,0:42:00,8400
14,Outbound,26:26:00,0:42:00,8400
14,Outbound,26:56:00,0:42:00,8400
14,Outbound,27:26:00,0:42:00,8400
14,Outbound,27:56:00,0:42:00,8400
14,Outbound,28:26:00,0:42:00,8400
14,Outbound,28:56:00,0:42:00,8400
5,Inbound,5:00:00,0:35:00,7000
5,Inbound,5:20:00,0:38:00,7600
5,Inbound,5:37:00,0:40:00,8000
5,Inbound,5:52:00,0:41:00,8200
5,Inbound,6:03:00,0:42:00,8400
5,Inbound,6:13:00,0:43:00,8600
5,Inbound,6:21:00,0:44:00,8800
5,Inbound,6:28:00,0:45:00,9000
5,Inbound,6:35:00,0:46:00,9200
5,Inbound,6:42:00,0:46:00,9200
5,Inbound,6:49:00,0:47:00,9400
5,Inbound,6:56:00,0:47:00,9400
5,Inbound,19:04:00,0:45:00,9000
5,Inbound,19:14:00,0:44:00,8800
5,Inbound,19:24:00,0:43:00,8600
5,Inbound,19:35:00,0:43:00,8600
5,Inbound,19:50:00,0:42:00,8400
5,Inbound,20:05:00,0:41:00,8200
5,Inbound,20:20:00,0:41:00,8200
5,Inbound,20:35:00,0:40:00,8000
5,Inbound,20:50:00,0:40:00,8000
5,Inbound,21:10:00,0:40:00,8000
5,Inbound,21:30:00,0:38:00,7600
5,Inbound,21:50:00,0:38:00,7600
5,Inbound,22:10:00,0:38:00,7600
5,Inbound,22:30:00,0:37:00,7400
5,Inbound,22:50:00,0:37:00,7400
5,Inbound,23:10:00,0:36:00,7200
5,Inbound,23:30:00,0:36:00,7200
5,Inbound,23:50:00,0:36:00,7200
5,Inbound,24:10:00,0:35:00,7000
5,Outbound,5:20:00,0:38:00,7600
5,Outbound,5:50:00,0:39:00,7800
5,Outbound,6:10:00,0:40:00,8000
5,Outbound,6:30:00,0:41:00,8200
5,Outbound,6:43:00,0:42:00,8400
5,Outbound,6:55:00,0:43:00,8600
5,Outbound,19:06:00,0:46:00,9200
5,Outbound,19:13:00,0:46:00,9200
5,Outbound,19:20:00,0:46:00,9200
5,Outbound,19:28:00,0:46:00,9200
5,Outbound,19:36:00,0:46:00,9200
5,Outbound,19:44:00,0:46:00,9200
5,Outbound,19:53:00,0:46:00,9200
5,Outbound,20:03:00,0:46:00,9200
5,Outbound,20:15:00,0:45:00,9000
5,Outbound,20:30:00,0:45:00,9000
5,Outbound,20:45:00,0:44:00,8800
5,Outbound,21:00:00,0:43:00,8600
5,Outbound,21:15:00,0:43:00,8600
5,Outbound,21:30:00,0:43:00,8600
5,Outbound,21:45:00,0:43:00,8600
5,Outbound,22:00:00,0:43:00,8600
5,Outbound,22:20:00,0:42:00,8400
5,Outbound,22:40:00,0:42:00,8400
5,Outbound,23:00:00,0:41:00,8200
5,Outbound,23:20:00,0:40:00,8000
5,Outbound,23:40:00,0:39:00,7800
5,Outbound,24:00:00,0:38:00,7600
5,Outbound,24:20:00,0:37:00,7400
5,Outbound,24:45:00,0:36:00,7200
J,Inbound,4:32:00,0:32:00,6400
J,Inbound,4:52:00,0:32:00,6400
J,Inbound,5:10:00,0:32:00,6400
J,Inbound,5:27:00,0:32:00,6400
J,Inbound,5:42:00,0:32:00,6400
J,Inbound,5:57:00,0:32:00,6400
J,Inbound,6:08:00,0:34:00,6800
J,Inbound,6:19:00,0:34:00,6800
J,Inbound,6:29:00,0:34:00,6800
J,Inbound,6:39:00,0:34:00,6800
J,Inbound,6:48:00,0:35:00,7000
J,Inbound,6:57:00,0:35:00,7000
J,Inbound,7:04:00,0:37:00,7400
J,Inbound,7:13:00,0:37:00,7400
J,Inbound,7:22:00,0:37:00,7400
J,Inbound,7:31:00,0:37:00,7400
J,Inbound,7:40:00,0:37:00,7400
J,Inbound,7:49:00,0:37:00,7400
J,Inbound,7:58:00,0:37:00,7400
J,Inbound,8:07:00,0:37:00,7400
J,Inbound,8:16:00,0:37:00,7400
J,Inbound,8:25:00,0:37:00,7400
J,Inbound,8:34:00,0:37:00,7400
J,Inbound,8:43:00,0:37:00,7400
J,Inbound,8:52:00,0:37:00,7400
J,Inbound,9:01:00,0:37:00,7400
J,Inbound,9:10:00,0:37:00,7400
J,Inbound,9:21:00,0:36:00,7200
J,Inbound,9:31:00,0:36:00,7200
J,Inbound,9:41:00,0:36:00,7200
J,Inbound,9:52:00,0:35:00,7000
J,Inbound,10:02:00,0:35:00,7000
J,Inbound,10:12:00,0:35:00,7000
J,Inbound,10:22:00,0:35:00,7000
J,Inbound,10:32:00,0:35:00,7000
